Id,SalePrice
1461,114349.8798
1462,179357.5277
1463,167557.0518
1464,196852.5531
1465,191034.533
1466,180903.4985
1467,199623.1869
1468,174206.3541
1469,198513.7388
1470,111596.3707
1471,204092.2366
1472,124740.6644
1473,100640.7407
1474,156746.773
1475,116144.8692
1476,311491.3091
1477,250632.0417
1478,297287.8664
1479,273126.4609
1480,412233.4008
1481,293240.928
1482,214501.5864
1483,169974.2952
1484,172621.3743
1485,207239.3869
1486,204258.7532
1487,284513.1198
1488,255299.275
1489,175811.0895
1490,219106.3381
1491,214908.4685
1492,92626.29087
1493,227110.9354
1494,302575.1269
1495,277787.3273
1496,216862.8609
1497,159056.5495
1498,162320.2086
1499,169457.1852
1500,164297.1363
1501,211982.0791
1502,142162.2709
1503,294089.3339
1504,247394.9062
1505,219443.1083
1506,213174.6364
1507,238655.9623
1508,209473.5786
1509,163150.3309
1510,159788.1954
1511,142265.3742
1512,190327.2319
1513,177361.8195
1514,130125.1698
1515,206941.8796
1516,172920.8226
1517,172325.2976
1518,111579.9765
1519,249593.1266
1520,127923.71
1521,116059.0135
1522,209748.576
1523,73407.43962
1524,108914.0052
1525,91367.67971
1526,90293.1857
1527,85998.01766
1528,152438.2318
1529,131684.3638
1530,230645.6585
1531,162632.4082
1532,88928.92675
1533,148971.6988
1534,127805.7825
1535,148794.166
1536,91964.1394
1537,38698.57699
1538,196651.4698
1539,226953.8577
1540,70969.55823
1541,156993.2414
1542,135746.0598
1543,190780.8821
1544,81124.43913
1545,133137.1856
1546,139807.7248
1547,144704.5157
1548,137968.3848
1549,119415.4232
1550,133129.624
1551,132943.7301
1552,136733.7947
1553,139000.2943
1554,123138.3972
1555,167630.9277
1556,80737.9472
1557,63622.99794
1558,91910.22715
1559,37186.18334
1560,129294.5509
1561,96194.13414
1562,119593.4238
1563,111141.2509
1564,143300.6391
1565,133949.8489
1566,242731.4216
1567,62727.13884
1568,237587.8396
1569,93233.99763
1570,145232.9798
1571,113367.4544
1572,136794.1382
1573,238499.9219
1574,125891.7217
1575,239500.0691
1576,258205.355
1577,194849.5269
1578,153026.7784
1579,128671.6283
1580,208704.8935
1581,153250.8136
1582,125892.4086
1583,312315.571
1584,224143.1147
1585,147928.3897
1586,54481.22205
1587,98478.68168
1588,142428.761
1589,96462.25781
1590,129552.6897
1591,47220.98257
1592,122151.072
1593,141527.4792
1594,94112.26085
1595,95993.11461
1596,219272.7456
1597,177317.3784
1598,213955.5475
1599,194978.7353
1600,185898.9062
1601,24506.27173
1602,120179.6972
1603,68280.46202
1604,246474.0739
1605,267287.2249
1606,176152.5343
1607,164591.0069
1608,225642.4956
1609,188755.2127
1610,153179.7486
1611,163291.799
1612,156483.5988
1613,169317.136
1614,121136.6252
1615,51889.68766
1616,32448.24291
1617,64475.49129
1618,108780.8855
1619,150603.7977
1620,169521.4741
1621,131196.1489
1622,125958.0719
1623,254773.9587
1624,218870.2083
1625,122070.8992
1626,205162.3608
1627,189275.0317
1628,282681.9912
1629,200276.4507
1630,309864.4263
1631,212305.0834
1632,232402.383
1633,190137.738
1634,200181.2806
1635,191211.3022
1636,167213.8137
1637,199151.9817
1638,233827.2782
1639,204703.3858
1640,270797.2047
1641,199574.2303
1642,222875.8521
1643,224322.0127
1644,230852.7682
1645,227547.8542
1646,186068.1635
1647,173937.8678
1648,135443.7949
1649,142095.6482
1650,112070.4927
1651,108678.2427
1652,135646.5362
1653,135182.9484
1654,160018.1743
1655,153463.6637
1656,147615.6733
1657,160939.4738
1658,148728.0449
1659,134608.4492
1660,155109.9768
1661,382183.1621
1662,321485.5573
1663,325443.6119
1664,413305.6212
1665,287491.6437
1666,288762.5034
1667,322635.7776
1668,310907.8166
1669,288276.4186
1670,305735.5003
1671,270724.2338
1672,391803.5668
1673,292060.0572
1674,260295.03
1675,189484.9467
1676,195126.3993
1677,213474.3263
1678,405331.39
1679,326676.6473
1680,282114.7767
1681,250176.4992
1682,295877.4839
1683,195262.4467
1684,203648.7671
1685,178459.6868
1686,171900.955
1687,183147.4717
1688,212483.0495
1689,206980.6704
1690,219769.1287
1691,206000.6143
1692,270749.6835
1693,185377.8637
1694,198877.0094
1695,183648.3492
1696,278150.5702
1697,190121.9314
1698,319428.1896
1699,307388.0745
1700,253077.1625
1701,289367.8627
1702,260109.9558
1703,267619.0662
1704,280170.8469
1705,238750.1255
1706,368996.5979
1707,196225.0079
1708,203372.134
1709,267422.1907
1710,232689.5656
1711,274465.473
1712,261553.5245
1713,262121.7619
1714,220011.2933
1715,203155.4681
1716,184379.8218
1717,189699.7422
1718,119534.0913
1719,206840.5677
1720,245437.744
1721,184763.962
1722,112673.854
1723,167044.2174
1724,223548.6676
1725,241467.3469
1726,184695.7388
1727,149299.5339
1728,198816.8675
1729,178593.6192
1730,152211.5754
1731,122992.1602
1732,131636.0205
1733,105636.1585
1734,109786.6838
1735,133622.1801
1736,105088.8499
1737,338272.3775
1738,247046.3877
1739,264212.0931
1740,194525.866
1741,186909.8007
1742,183347.4264
1743,193568.5828
1744,319794.2127
1745,210581.3371
1746,217550.8956
1747,229960.2114
1748,227819.6852
1749,161700.5337
1750,149035.3199
1751,261382.97
1752,106708.0127
1753,151303.9894
1754,230637.4078
1755,182737.1506
1756,151049.1127
1757,99800.53565
1758,152262.8524
1759,194433.2552
1760,173057.7885
1761,163355.1951
1762,166320.8099
1763,176012.9255
1764,109438.8898
1765,182705.1923
1766,201577.9549
1767,249244.7474
1768,143888.0843
1769,185678.8432
1770,167210.0827
1771,112328.0242
1772,119079.177
1773,112086.1629
1774,150530.0967
1775,146428.0037
1776,137277.4646
1777,100153.4077
1778,138476.0793
1779,134410.3072
1780,200680.1444
1781,116723.5318
1782,50136.28571
1783,147988.7513
1784,84576.90352
1785,103447.0881
1786,131812.8502
1787,159889.6341
1788,-562.3008168
1789,97737.47744
1790,46223.65021
1791,218731.9759
1792,169972.6565
1793,154393.7005
1794,182593.5265
1795,124188.1435
1796,129739.11
1797,134012.2278
1798,99932.40972
1799,109831.5343
1800,107227.0633
1801,111737.9131
1802,148451.405
1803,177274.1459
1804,139089.3326
1805,141267.142
1806,135280.3496
1807,175974.6681
1808,129566.9026
1809,97101.80512
1810,150285.9697
1811,31933.40536
1812,72115.68422
1813,116496.8758
1814,90505.74276
1815,17663.37264
1816,89354.8069
1817,97419.77726
1818,162473.6545
1819,129158.6217
1820,22093.12007
1821,114297.053
1822,167046.3521
1823,4325.714805
1824,137427.2033
1825,137380.2142
1826,108740.0188
1827,100478.2676
1828,138499.6763
1829,171375.2059
1830,167719.7127
1831,194340.5818
1832,75276.42152
1833,162841.9371
1834,128932.126
1835,124171.0436
1836,115275.0443
1837,64898.54897
1838,127681.2595
1839,86869.58741
1840,148853.0401
1841,125775.5916
1842,91647.70908
1843,131027.8677
1844,128671.1356
1845,134690.7342
1846,147168.9767
1847,177539.3502
1848,-10295.33897
1849,126028.887
1850,113710.6932
1851,148669.3434
1852,122189.3262
1853,124020.9573
1854,183851.3212
1855,167631.4833
1856,238703.059
1857,149369.4593
1858,115609.9963
1859,112454.4753
1860,147782.4729
1861,111630.6645
1862,286487.797
1863,282463.8585
1864,282501.8784
1865,320526.2732
1866,323942.429
1867,238480.6335
1868,286222.8858
1869,218189.9293
1870,247517.3302
1871,246972.9289
1872,175346.4631
1873,235494.3937
1874,138131.4078
1875,214452.2766
1876,210049.572
1877,220974.4048
1878,214398.3328
1879,110368.0477
1880,147208.2674
1881,246596.9724
1882,252855.9992
1883,197998.0211
1884,203121.7781
1885,254706.3956
1886,275732.1674
1887,235430.7269
1888,280641.8028
1889,166697.8863
1890,121760.7855
1891,143780.9029
1892,66253.03689
1893,134667.0914
1894,83126.85507
1895,154555.7483
1896,118923.1264
1897,114955.2093
1898,128352.5398
1899,158899.0764
1900,155948.363
1901,163787.9925
1902,129694.0738
1903,211610.6238
1904,131830.1749
1905,198430.6164
1906,163838.9495
1907,218575.7971
1908,126931.8692
1909,155847.0028
1910,135624.36
1911,226031.2597
1912,289792.2604
1913,169547.2246
1914,53256.86975
1915,254475.9805
1916,18599.67517
1917,255408.7538
1918,140341.262
1919,193486.5658
1920,169261.4531
1921,334077.5088
1922,303581.7633
1923,225788.2964
1924,244625.4524
1925,224535.8111
1926,331399.9337
1927,127876.084
1928,170092.6733
1929,100191.5314
1930,129307.8175
1931,137574.7612
1932,134085.01
1933,161644.037
1934,182205.691
1935,187394.1817
1936,187874.8183
1937,193657.3792
1938,184617.8308
1939,232800.5546
1940,193325.5872
1941,179765.4218
1942,208573.4588
1943,200055.8289
1944,278898.4974
1945,333141.5239
1946,170011.4404
1947,266783.0536
1948,207730.9066
1949,248373.6968
1950,219529.4788
1951,276538.6871
1952,225863.5116
1953,223041.279
1954,224917.7658
1955,135728.1437
1956,312538.0458
1957,171846.1891
1958,315177.8918
1959,125931.6261
1960,87334.84751
